state,crop,year,area_harvested_ha,yield_t_per_ha,production_tonnes
Nasarawa,Yam,2018,257208,10.72,2756907.7
Nasarawa,Yam,2019,257510.9,11.06,2848260.1
Nasarawa,Yam,2020,239297.3,12.41,2969070.5
Nasarawa,Yam,2021,287889.3,11.22,3231263.9
Nasarawa,Yam,2022,223009,12.29,2741073.1
Nasarawa,Yam,2023,233141,13.34,3109925.5
Nasarawa,Yam,2024,342571.6,10.84,3712961.9
Niger,Yam,2014,241998.4,13.17,3186839.8
Niger,Yam,2015,277603.4,13.39,3716120.3
Niger,Yam,2016,229997.9,12.95,2979329.9
Niger,Yam,2017,277671.3,13.9,3860438.3
Niger,Yam,2018,358000.9,10.83,3876232.5
Niger,Yam,2019,332857.7,11.98,3985982.6
Niger,Yam,2020,282812.6,14.41,
Niger,Yam,2021,349513.9,12.25,4281299.9
Niger,Yam,2022,372040.7,11.06,4114686
Niger,Yam,2023,363915.2,13.28,4831916.9
Niger,Yam,2024,400585.3,13.22,5297379
Ogun,Yam,2014,107200.3,13.67,1465295.4
Ogun,Yam,2015,101644.5,14.04,1426800.4
Ogun,Yam,2016,150405.6,10.51,1580682.9
Ogun,Yam,2017,146611.6,10.94,1604166.5
Ogun,Yam,2018,114181,14.49,1654084.4
Ogun,Yam,2019,174288.2,10.52,1834047.4
Ogun,Yam,2020,119001.4,14.92,1775838.5
Ogun,Yam,2021,165795.3,10.66,1767174.5
Ogun,Yam,2022,129146.7,13,1678710.6
Ogun,Yam,2023,117781.2,14.76,1738994
Ogun,Yam,2024,172098,10.96,1886702.3
Ondo,Yam,2014,137767,13.27,1828238.9
Ondo,Yam,2015,188880.2,10.94,2065965.2
Ondo,Yam,2016,161760.6,13.37,2163222.8
Ondo,Yam,2017,207699.8,10.24,2126195.6
Ondo,Yam,2018,217909.8,10.08,2197162.2
Ondo,Yam,2019,161952.8,13.71,2220143.2
Ondo,Yam,2020,203457.2,11.47,2334441.2
Ondo,Yam,2021,189970.6,12.45,2365711.2
Ondo,Yam,2022,205246.9,11.6,2379998.6
Ondo,Yam,2023,186130.7,14.55,2708506.2
Ondo,Yam,2024,199579.8,13.87,2768507
Osun,Yam,2014,123780.6,14.92,1847164
Osun,Yam,2015,161588.5,11.71,1892142.4
Osun,Yam,2016,156929.8,10.93,1714598.7
Osun,Yam,2017,125602.9,14.59,1833063.1
Osun,Yam,2018,165317.5,12.92,2136430.2
Osun,Yam,2019,118052.6,13.91,1642678.2
Osun,Yam,2020,141235.1,14.38,2031462.6
Osun,Yam,2021,163177.2,12.68,2069550.5
Osun,Yam,2022,152994.8,12.31,1882676.8
Osun,Yam,2023,187224,12.71,2379691.3
Osun,Yam,2024,190035,11.95,2270978.3
Oyo,Yam,2014,198771.8,12.2,2425103.5
Oyo,Yam,2015,202846.8,11.37,2307204.7
Oyo,Yam,2016,191785.6,12.38,2374552.1
Oyo,Yam,2017,164003.3,13.56,2223521.9
Oyo,Yam,2018,166349.9,14.96,2488407.2
Oyo,Yam,2019,211832.6,11.9,2519804.9
Oyo,Yam,2020,220766,10.55,2329845.4
Oyo,Yam,2021,194966.2,13.89,
Oyo,Yam,2022,214423.1,11.96,2565494.4
Oyo,Yam,2023,256255.5,11.42,2925823.6
Oyo,Yam,2024,226440.7,14.2,3214522.4
Plateau,Yam,2014,70412.9,14.11,993731.8
Plateau,Yam,2015,111210.7,10.34,1149455.1
Plateau,Yam,2016,104656.9,10.25,1073235.5
Plateau,Yam,2017,88953.5,11.27,1002623.1
Plateau,Yam,2018,103812.5,11.27,1169792.4
Plateau,Yam,2019,87588.3,13.04,1142475.8
Plateau,Yam,2020,80383,14.26,1146235.2
Plateau,Yam,2021,99792.4,12.33,1229947.9
Plateau,Yam,2022,96790.4,11.51,1114289.5
Plateau,Yam,2023,97502,14.27,1391345.6
Plateau,Yam,2024,115964.9,10.88,1261904.3
Taraba,Yam,2014,198812.8,13.6,2704545.7
Taraba,Yam,2015,188871.3,14.26,2694042.3
Taraba,Yam,2016,196543.4,14.37,2824638.3
Taraba,Yam,2017,197649.3,13.42,2651720.3
Taraba,Yam,2018,237240.7,12.97,3076811
Taraba,Yam,2019,233622.2,14.29,3339609.2
Taraba,Yam,2020,274360.6,11.3,3099505.9
Taraba,Yam,2021,244643.6,12.65,3095782.3
Taraba,Yam,2022,254049.7,11.4,2897305.3
Taraba,Yam,2023,247505.7,14.3,3540112
Taraba,Yam,2024,295314,14.08,4158104.1
Ekiti,Cassava,2015,98286.9,11.31,1111564
